code_insee,nom_commune
91578,SAINT-SULPICE-DE-FAVIÈRES
91579,SAINT-VRAIN
91581,SAINT-YON
91587,SAULX-LES-CHARTREUX
91589,SAVIGNY-SUR-ORGE
91593,SERMAISE
91599,SOISY-SUR-ÉCOLE
91600,SOISY-SUR-SEINE
91602,SOUZY-LA-BRICHE
91613,CONGERVILLE-THIONVILLE
91617,TIGERY
91619,TORFOU
91629,VALPUISEAUX
91630,LE VAL-SAINT-GERMAIN
91631,VARENNES-JARCY
91634,VAUGRIGNEUSE
91635,VAUHALLAN
91639,VAYRES-SUR-ESSONNE
91645,VERRIÈRES-LE-BUISSON
91648,VERT-LE-GRAND
91649,VERT-LE-PETIT
91654,VIDELLES
91657,VIGNEUX-SUR-SEINE
91659,VILLABÉ
91661,VILLEBON-SUR-YVETTE
91662,VILLECONIN
91665,LA VILLE-DU-BOIS
91666,VILLEJUST
91667,VILLEMOISSON-SUR-ORGE
91671,VILLENEUVE-SUR-AUVERS
91679,VILLIERS-LE-BÂCLE
91685,VILLIERS-SUR-ORGE
91687,VIRY-CHÂTILLON
91689,WISSOUS
91691,YERRES
91692,LES ULIS
92002,ANTONY
92004,ASNIÈRES-SUR-SEINE
92007,BAGNEUX
92009,BOIS-COLOMBES
92012,BOULOGNE-BILLANCOURT
92014,BOURG-LA-REINE
92019,CHÂTENAY-MALABRY
92020,CHÂTILLON
92022,CHAVILLE
92023,CLAMART
92024,CLICHY
92025,COLOMBES
92026,COURBEVOIE
92032,FONTENAY-AUX-ROSES
92033,GARCHES
92035,LA GARENNE-COLOMBES
92036,GENNEVILLIERS
92040,ISSY-LES-MOULINEAUX
92044,LEVALLOIS-PERRET
92046,MALAKOFF
92047,MARNES-LA-COQUETTE
92048,MEUDON
92049,MONTROUGE
92050,NANTERRE
92051,NEUILLY-SUR-SEINE
92060,LE PLESSIS-ROBINSON
92062,PUTEAUX
92063,RUEIL-MALMAISON
92064,SAINT-CLOUD
92071,SCEAUX
92072,SÈVRES
92073,SURESNES
92075,VANVES
92076,VAUCRESSON
92077,VILLE-D'AVRAY
92078,VILLENEUVE-LA-GARENNE
93001,AUBERVILLIERS
93005,AULNAY-SOUS-BOIS
93006,BAGNOLET
93007,LE BLANC-MESNIL
93008,BOBIGNY
93010,BONDY
93013,LE BOURGET
93014,CLICHY-SOUS-BOIS
93015,COUBRON
93027,LA COURNEUVE
93029,DRANCY
93030,DUGNY
93031,ÉPINAY-SUR-SEINE
93032,GAGNY
93033,GOURNAY-SUR-MARNE
93039,L'ÎLE-SAINT-DENIS
93045,LES LILAS
93046,LIVRY-GARGAN
93047,MONTFERMEIL
93048,MONTREUIL
93049,NEUILLY-PLAISANCE
93050,NEUILLY-SUR-MARNE
93051,NOISY-LE-GRAND
93053,NOISY-LE-SEC
93055,PANTIN
93057,LES PAVILLONS-SOUS-BOIS
93061,LE PRÉ-SAINT-GERVAIS
93062,LE RAINCY
93063,ROMAINVILLE
93064,ROSNY-SOUS-BOIS
93066,SAINT-DENIS
93070,SAINT-OUEN-SUR-SEINE
93071,SEVRAN
93072,STAINS
93073,TREMBLAY-EN-FRANCE
93074,VAUJOURS
93077,VILLEMOMBLE
93078,VILLEPINTE
93079,VILLETANEUSE
94001,ABLON-SUR-SEINE
94002,ALFORTVILLE
94003,ARCUEIL
94004,BOISSY-SAINT-LÉGER
94011,BONNEUIL-SUR-MARNE
94015,BRY-SUR-MARNE
94016,CACHAN
94017,CHAMPIGNY-SUR-MARNE
94018,CHARENTON-LE-PONT
94019,CHENNEVIÈRES-SUR-MARNE
94021,CHEVILLY-LARUE
94022,CHOISY-LE-ROI
94028,CRÉTEIL
94033,FONTENAY-SOUS-BOIS
94034,FRESNES
94037,GENTILLY
94038,L'HAŸ-LES-ROSES
94041,IVRY-SUR-SEINE
94042,JOINVILLE-LE-PONT
94043,LE KREMLIN-BICÊTRE
94044,LIMEIL-BRÉVANNES
94046,MAISONS-ALFORT
94047,MANDRES-LES-ROSES
94048,MAROLLES-EN-BRIE
94052,NOGENT-SUR-MARNE
94053,NOISEAU
94054,ORLY
94055,ORMESSON-SUR-MARNE
94056,PÉRIGNY
94058,LE PERREUX-SUR-MARNE
94059,LE PLESSIS-TRÉVISE
94060,LA QUEUE-EN-BRIE
94065,RUNGIS
94067,SAINT-MANDÉ
94068,SAINT-MAUR-DES-FOSSÉS
94069,SAINT-MAURICE
94070,SANTENY
94071,SUCY-EN-BRIE
94073,THIAIS
94074,VALENTON
94075,VILLECRESNES
94076,VILLEJUIF
94077,VILLENEUVE-LE-ROI
94078,VILLENEUVE-SAINT-GEORGES
94079,VILLIERS-SUR-MARNE
94080,VINCENNES
94081,VITRY-SUR-SEINE
95002,ABLEIGES
95008,AINCOURT
95011,AMBLEVILLE
95012,AMENUCOURT
95014,ANDILLY
95018,ARGENTEUIL
95019,ARNOUVILLE
95023,ARRONVILLE
95024,ARTHIES
95026,ASNIÈRES-SUR-OISE
95028,ATTAINVILLE
95039,AUVERS-SUR-OISE
95040,AVERNES
95042,BAILLET-EN-FRANCE
95046,BANTHELU
95051,BEAUCHAMP
95052,BEAUMONT-SUR-OISE
95054,LE BELLAY-EN-VEXIN
95055,BELLEFONTAINE
95056,BELLOY-EN-FRANCE
95058,BERNES-SUR-OISE
95059,BERVILLE
95060,BESSANCOURT
95061,BÉTHEMONT-LA-FORÊT
95063,BEZONS
95074,BOISEMONT
95078,BOISSY-L'AILLERIE
95088,BONNEUIL-EN-FRANCE
95091,BOUFFÉMONT
95094,BOUQUEVAL
95101,BRAY-ET-LÛ
95102,BRÉANÇON
95110,BRIGNANCOURT
95116,BRUYÈRES-SUR-OISE
95119,BUHY
95120,BUTRY-SUR-OISE
95127,CERGY
95134,CHAMPAGNE-SUR-OISE
95139,LA CHAPELLE-EN-VEXIN
95141,CHARMONT
95142,CHARS
95144,CHÂTENAY-EN-FRANCE
95149,CHAUMONTEL
95150,CHAUSSY
95151,CHAUVRY
95154,CHENNEVIÈRES-LÈS-LOUVRES
95157,CHÉRENCE
95166,CLÉRY-EN-VEXIN
95169,COMMENY
95170,CONDÉCOURT
95176,CORMEILLES-EN-PARISIS
95177,CORMEILLES-EN-VEXIN
95181,COURCELLES-SUR-VIOSNE
95183,COURDIMANCHE
95197,DEUIL-LA-BARRE
95199,DOMONT
95203,EAUBONNE
95205,ÉCOUEN
95210,ENGHIEN-LES-BAINS
95211,ENNERY
95212,ÉPIAIS-LÈS-LOUVRES
95213,ÉPIAIS-RHUS
95214,ÉPINAY-CHAMPLÂTREUX
95218,ÉRAGNY
95219,ERMONT
95229,ÉZANVILLE
95241,FONTENAY-EN-PARISIS
95250,FOSSES
95252,FRANCONVILLE
95253,FRÉMAINVILLE
95254,FRÉMÉCOURT
95256,FRÉPILLON
95257,LA FRETTE-SUR-SEINE
95258,FROUVILLE
95268,GARGES-LÈS-GONESSE
95270,GENAINVILLE
95271,GÉNICOURT
95277,GONESSE
95280,GOUSSAINVILLE
95287,GRISY-LES-PLÂTRES
95288,GROSLAY
95295,GUIRY-EN-VEXIN
95298,HARAVILLIERS
95301,HAUTE-ISLE
95303,LE HEAULME
95304,HÉDOUVILLE
95306,HERBLAY-SUR-SEINE
95308,HÉROUVILLE-EN-VEXIN
95309,HODENT
95313,L'ISLE-ADAM
95316,JAGNY-SOUS-BOIS
95323,JOUY-LE-MOUTIER
95328,LABBEVILLE
95331,LASSY
95341,LIVILLIERS
95348,LONGUESSE
95351,LOUVRES
95352,LUZARCHES
95353,MAFFLIERS
95355,MAGNY-EN-VEXIN
95365,MAREIL-EN-FRANCE
95369,MARGENCY
95370,MARINES
95371,MARLY-LA-VILLE
95379,MAUDÉTOUR-EN-VEXIN
95387,MENOUVILLE
95388,MENUCOURT
95392,MÉRIEL
95394,MÉRY-SUR-OISE
95395,LE MESNIL-AUBRY
95409,MOISSELLES
95422,MONTGEROULT
95424,MONTIGNY-LÈS-CORMEILLES
95426,MONTLIGNON
95427,MONTMAGNY
95428,MONTMORENCY
95429,MONTREUIL-SUR-EPTE
95430,MONTSOULT
95436,MOURS
95438,MOUSSY
95445,NERVILLE-LA-FORÊT
95446,NESLES-LA-VALLÉE
95447,NEUILLY-EN-VEXIN
95450,NEUVILLE-SUR-OISE
95452,NOINTEL
95456,NOISY-SUR-OISE
95459,NUCOURT
95462,OMERVILLE
95476,OSNY
95480,PARMAIN
95483,LE PERCHAY
95487,PERSAN
95488,PIERRELAYE
95489,PISCOP
95491,LE PLESSIS-BOUCHARD
95492,LE PLESSIS-GASSOT
95493,LE PLESSIS-LUZARCHES
95500,PONTOISE
95504,PRESLES
95509,PUISEUX-EN-FRANCE
95510,PUISEUX-PONTOISE
95523,LA ROCHE-GUYON
95527,ROISSY-EN-FRANCE
95529,RONQUEROLLES
95535,SAGY
95539,SAINT-BRICE-SOUS-FORÊT
95541,SAINT-CLAIR-SUR-EPTE
95543,SAINT-CYR-EN-ARTHIES
95554,SAINT-GERVAIS
95555,SAINT-GRATIEN
95563,SAINT-LEU-LA-FORÊT
95566,SAINT-MARTIN-DU-TERTRE
95572,SAINT-OUEN-L'AUMÔNE
95574,SAINT-PRIX
95580,SAINT-WITZ
95582,SANNOIS
95584,SANTEUIL
95585,SARCELLES
95592,SERAINCOURT
95594,SEUGY
95598,SOISY-SOUS-MONTMORENCY
95604,SURVILLIERS
95607,TAVERNY
95610,THÉMÉRICOURT
95611,THEUVILLE
95612,LE THILLAY
95625,US
95627,VALLANGOUJARD
95628,VALMONDOIS
95633,VAUDHERLAND
95637,VAURÉAL
95641,VÉMARS
95651,VÉTHEUIL
95652,VIARMES
95656,VIENNE-EN-ARTHIES
95658,VIGNY
95660,VILLAINES-SOUS-BOIS
95675,VILLERON
95676,VILLERS-EN-ARTHIES
95678,VILLIERS-ADAM
95680,VILLIERS-LE-BEL
95682,VILLIERS-LE-SEC
95690,WY-DIT-JOLI-VILLAGE
